Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,def_cluster
Andrew Brody,RB,United States,0.69,0.73,0.4,0.57,0.66,0.64,0.71,0.72,0.74,0.69,0.66,0.64,0.61,0.7,0.87,0.69,0.66,0.65,0.65,0.64,0.54,0.47,RB,DEF,2
Nathaniel Brown,LB,Germany,0.69,0.86,0.47,0.59,0.7,0.6,0.5,0.82,0.89,0.83,0.79,0.67,0.63,0.34,0.82,0.49,0.66,0.65,0.58,0.59,0.42,0.55,LB,DEF,1
Julio Buffarini,RB,Argentina,0.69,0.69,0.58,0.64,0.68,0.64,0.78,0.66,0.71,0.73,0.76,0.67,0.7,0.76,0.79,0.75,0.67,0.65,0.61,0.66,0.63,0.69,RB,DEF,2
Onur Bulut,RB,Turkey,0.69,0.76,0.59,0.68,0.67,0.63,0.7,0.75,0.77,0.74,0.73,0.65,0.65,0.65,0.79,0.67,0.64,0.62,0.62,0.68,0.51,0.64,RB,DEF,2
Nathan Byrne,RB,England,0.69,0.78,0.5,0.63,0.68,0.63,0.67,0.82,0.75,0.74,0.8,0.68,0.6,0.62,0.77,0.74,0.66,0.63,0.62,0.62,0.59,0.54,RB,DEF,2
Víctor Cabrera,CB,Argentina,0.69,0.62,0.39,0.57,0.59,0.69,0.72,0.64,0.61,0.55,0.61,0.59,0.6,0.71,0.69,0.73,0.7,0.68,0.7,0.7,0.65,0.45,CB,DEF,3
Luis Adrián Caicedo,CB,Ecuador,0.69,0.57,0.35,0.49,0.51,0.7,0.8,0.61,0.53,0.53,0.66,0.62,0.62,0.83,0.8,0.78,0.73,0.67,0.68,0.69,0.67,0.38,CB,DEF,3
Gastón Campi,CB,Argentina,0.69,0.35,0.45,0.58,0.58,0.68,0.77,0.39,0.32,0.31,0.32,0.64,0.66,0.9,0.66,0.66,0.69,0.67,0.67,0.68,0.7,0.66,CB,DEF,3
Michele Camporese,CB,Italy,0.69,0.65,0.31,0.38,0.53,0.7,0.72,0.59,0.7,0.62,0.66,0.52,0.61,0.76,0.67,0.79,0.71,0.7,0.71,0.66,0.74,0.49,CB,DEF,3
Andrea Carboni,CB,Italy,0.69,0.6,0.36,0.55,0.61,0.71,0.67,0.57,0.62,0.52,0.55,0.69,0.65,0.69,0.61,0.67,0.73,0.74,0.72,0.72,0.6,0.52,CB,DEF,3
Carreira,RB,Spain,0.69,0.65,0.41,0.6,0.63,0.66,0.52,0.67,0.63,0.65,0.74,0.68,0.7,0.45,0.67,0.6,0.68,0.67,0.63,0.67,0.65,0.3,RB,DEF,1
Rasmus Carstensen,RB,Denmark,0.69,0.73,0.48,0.63,0.67,0.63,0.71,0.77,0.7,0.75,0.72,0.69,0.64,0.69,0.79,0.68,0.66,0.64,0.65,0.62,0.48,0.58,RB,DEF,2
Joan Castro,RB,Colombia,0.69,0.7,0.38,0.6,0.64,0.67,0.63,0.72,0.69,0.8,0.74,0.67,0.62,0.6,0.73,0.72,0.68,0.64,0.71,0.63,0.65,0.34,RB,DEF,2
Andrea Cistana,CB,Italy,0.69,0.68,0.52,0.57,0.64,0.69,0.72,0.62,0.72,0.73,0.73,0.65,0.66,0.71,0.74,0.77,0.68,0.66,0.71,0.7,0.71,0.62,CB,DEF,2
Eldar Ćivić,LB,Bosnia and Herzegovina,0.69,0.8,0.53,0.66,0.69,0.63,0.7,0.79,0.8,0.72,0.68,0.71,0.61,0.66,0.72,0.71,0.67,0.65,0.6,0.64,0.54,0.7,LB,DEF,2
Harry Clarke,RB,England,0.69,0.79,0.57,0.6,0.65,0.65,0.79,0.76,0.82,0.68,0.72,0.65,0.64,0.79,0.8,0.83,0.67,0.65,0.66,0.61,0.66,0.7,RB,DEF,2
João Aurélio,RB,Portugal,0.69,0.6,0.59,0.66,0.66,0.65,0.73,0.66,0.55,0.65,0.63,0.68,0.68,0.66,0.83,0.67,0.68,0.64,0.64,0.65,0.59,0.65,RB,DEF,2
Sébastien Corchia,RB,France,0.69,0.66,0.62,0.69,0.68,0.68,0.53,0.68,0.64,0.69,0.73,0.68,0.71,0.45,0.59,0.51,0.69,0.69,0.71,0.7,0.47,0.71,RB,DEF,2
Tomás Silva,RB,Portugal,0.69,0.71,0.51,0.69,0.72,0.63,0.6,0.7,0.71,0.63,0.82,0.74,0.65,0.52,0.76,0.58,0.64,0.64,0.64,0.64,0.52,0.66,RB,DEF,2
Pastor,RB,Brazil,0.69,0.8,0.39,0.54,0.66,0.65,0.7,0.8,0.8,0.75,0.75,0.66,0.59,0.7,0.76,0.71,0.71,0.69,0.62,0.64,0.5,0.5,RB,DEF,2
Tommaso D'Orazio,LB,Italy,0.69,0.77,0.61,0.61,0.68,0.62,0.66,0.71,0.81,0.66,0.75,0.67,0.63,0.61,0.79,0.69,0.64,0.66,0.6,0.62,0.59,0.64,LB,DEF,2
Jefté,LB,Brazil,0.69,0.82,0.52,0.62,0.66,0.62,0.69,0.84,0.81,0.7,0.74,0.63,0.66,0.66,0.74,0.78,0.65,0.66,0.59,0.61,0.61,0.6,LB,DEF,2
Colin Dagba,RB,France,0.69,0.7,0.53,0.66,0.7,0.67,0.56,0.72,0.69,0.81,0.86,0.7,0.65,0.49,0.6,0.58,0.7,0.68,0.67,0.68,0.54,0.66,RB,DEF,2
Samuel Dahl,LB,Sweden,0.69,0.83,0.38,0.59,0.69,0.62,0.65,0.81,0.85,0.72,0.83,0.7,0.61,0.52,0.83,0.64,0.69,0.68,0.58,0.58,0.5,0.36,LB,DEF,1
Jay Dasilva,LB,Wales,0.69,0.83,0.42,0.64,0.72,0.63,0.61,0.86,0.81,0.85,0.84,0.7,0.64,0.57,0.69,0.69,0.66,0.65,0.62,0.63,0.51,0.5,LB,DEF,2
André Geraldes,RB,Portugal,0.69,0.72,0.41,0.63,0.65,0.66,0.7,0.7,0.74,0.69,0.72,0.66,0.6,0.71,0.7,0.73,0.67,0.66,0.66,0.67,0.6,0.57,RB,DEF,2
Matheus Silva,RB,Brazil,0.69,0.82,0.49,0.58,0.69,0.64,0.68,0.83,0.82,0.72,0.68,0.68,0.66,0.65,0.7,0.78,0.64,0.67,0.64,0.62,0.64,0.66,RB,DEF,2
Justin de Haas,CB,Holland,0.69,0.62,0.32,0.43,0.43,0.7,0.76,0.6,0.63,0.48,0.52,0.45,0.62,0.83,0.63,0.79,0.74,0.7,0.7,0.63,0.7,0.45,CB,DEF,3
Matías de los Santos,CB,Uruguay,0.69,0.53,0.55,0.56,0.54,0.68,0.76,0.53,0.53,0.51,0.54,0.57,0.61,0.84,0.61,0.8,0.7,0.65,0.67,0.65,0.72,0.7,CB,DEF,3
Arthur,RB,Brazil,0.69,0.74,0.4,0.62,0.68,0.63,0.57,0.72,0.75,0.77,0.75,0.69,0.68,0.53,0.63,0.65,0.66,0.64,0.6,0.65,0.6,0.43,RB,DEF,1
Jannik Dehm,RB,Germany,0.69,0.81,0.49,0.62,0.67,0.63,0.68,0.85,0.78,0.76,0.74,0.68,0.66,0.64,0.73,0.69,0.65,0.63,0.64,0.65,0.48,0.62,RB,DEF,2
Matías Di Benedetto,CB,Argentina,0.69,0.43,0.35,0.49,0.41,0.71,0.7,0.39,0.47,0.38,0.7,0.49,0.66,0.74,0.64,0.7,0.72,0.69,0.7,0.7,0.71,0.53,CB,DEF,3
Salim Diakité,RB,Mali,0.69,0.79,0.62,0.62,0.62,0.67,0.76,0.76,0.82,0.61,0.65,0.62,0.65,0.81,0.67,0.85,0.7,0.67,0.66,0.62,0.68,0.65,RB,DEF,2
Ismaël Chester Diallo,LB,Côte d'Ivoire,0.69,0.66,0.38,0.54,0.68,0.68,0.74,0.68,0.65,0.69,0.72,0.66,0.67,0.74,0.77,0.76,0.69,0.68,0.68,0.68,0.68,0.5,LB,DEF,2
Mamadou Diarra,CB,Senegal,0.69,0.57,0.32,0.5,0.51,0.71,0.7,0.53,0.61,0.5,0.5,0.59,0.65,0.71,0.71,0.74,0.72,0.7,0.71,0.7,0.71,0.47,CB,DEF,3
Gabriel Díaz Núñez,LB,Argentina,0.69,0.71,0.33,0.55,0.64,0.67,0.57,0.71,0.71,0.63,0.81,0.62,0.65,0.46,0.75,0.57,0.65,0.67,0.72,0.71,0.54,0.33,LB,DEF,1
Adrián Diéguez,CB,Spain,0.69,0.57,0.31,0.58,0.53,0.69,0.68,0.59,0.56,0.61,0.48,0.62,0.65,0.73,0.59,0.72,0.7,0.7,0.69,0.69,0.67,0.45,CB,DEF,3
Maximilian Dietz,CB,United States,0.69,0.63,0.26,0.42,0.54,0.71,0.7,0.55,0.7,0.56,0.59,0.63,0.69,0.73,0.7,0.72,0.72,0.71,0.72,0.68,0.69,0.38,CB,DEF,3
Mitchell Dijks,LB,Holland,0.69,0.65,0.4,0.63,0.62,0.67,0.82,0.53,0.75,0.43,0.41,0.67,0.69,0.91,0.7,0.66,0.71,0.67,0.66,0.67,0.57,0.6,LB,DEF,3
Anfernee Dijksteel,RB,Suriname,0.69,0.73,0.34,0.55,0.65,0.69,0.73,0.76,0.7,0.67,0.68,0.66,0.68,0.76,0.68,0.73,0.71,0.68,0.69,0.67,0.64,0.54,RB,DEF,2
Souleyman Doumbia,LB,Côte d'Ivoire,0.69,0.81,0.43,0.61,0.69,0.63,0.66,0.78,0.83,0.67,0.82,0.69,0.61,0.65,0.69,0.75,0.65,0.65,0.62,0.62,0.61,0.6,LB,DEF,2
Jimmy Dunne,CB,Republic of Ireland,0.69,0.55,0.37,0.5,0.57,0.69,0.71,0.56,0.55,0.53,0.6,0.66,0.68,0.75,0.66,0.77,0.69,0.66,0.7,0.68,0.74,0.44,CB,DEF,3
Festy Ebosele,RB,Republic of Ireland,0.69,0.9,0.45,0.58,0.73,0.62,0.74,0.93,0.88,0.83,0.79,0.7,0.64,0.73,0.78,0.79,0.64,0.6,0.62,0.64,0.5,0.49,RB,DEF,2
Mike Eerdhuijzen,CB,Holland,0.69,0.54,0.25,0.5,0.47,0.69,0.75,0.47,0.59,0.57,0.48,0.47,0.63,0.84,0.67,0.78,0.69,0.65,0.7,0.69,0.73,0.37,CB,DEF,3
Daniel Elfadli,CB,Libya,0.69,0.65,0.52,0.57,0.59,0.7,0.73,0.67,0.63,0.58,0.63,0.62,0.67,0.73,0.77,0.74,0.71,0.7,0.72,0.71,0.63,0.59,CB,DEF,3
Björn Engels,CB,Belgium,0.69,0.38,0.38,0.58,0.48,0.71,0.65,0.34,0.42,0.36,0.32,0.56,0.58,0.78,0.33,0.72,0.71,0.69,0.7,0.7,0.74,0.41,CB,DEF,3
Stephen Eze,CB,Nigeria,0.69,0.71,0.29,0.41,0.44,0.68,0.85,0.67,0.75,0.37,0.38,0.49,0.66,0.91,0.81,0.84,0.68,0.61,0.66,0.71,0.7,0.46,CB,DEF,3
Rodrigo Conceição,RB,Portugal,0.69,0.75,0.53,0.6,0.69,0.65,0.64,0.74,0.75,0.7,0.8,0.69,0.65,0.55,0.75,0.66,0.69,0.64,0.62,0.66,0.56,0.7,RB,DEF,2
Matías Fernández,RB,Chile,0.69,0.8,0.5,0.66,0.69,0.62,0.62,0.8,0.8,0.72,0.77,0.69,0.66,0.59,0.7,0.65,0.64,0.63,0.63,0.64,0.48,0.53,RB,DEF,2
Alex Ferrari,CB,Italy,0.69,0.56,0.35,0.5,0.63,0.71,0.72,0.59,0.53,0.65,0.7,0.63,0.7,0.69,0.76,0.7,0.71,0.71,0.72,0.7,0.7,0.59,CB,DEF,3
Nicolás Ferreyra,CB,Argentina,0.69,0.36,0.43,0.4,0.52,0.68,0.81,0.34,0.37,0.32,0.52,0.63,0.7,0.92,0.67,0.77,0.67,0.61,0.68,0.68,0.75,0.5,CB,DEF,3
Petar Filipović,CB,Croatia,0.69,0.66,0.52,0.6,0.6,0.68,0.74,0.64,0.68,0.71,0.52,0.61,0.67,0.75,0.73,0.76,0.68,0.69,0.68,0.68,0.7,0.51,CB,DEF,2
Max Finkgräfe,LB,Germany,0.69,0.76,0.43,0.6,0.72,0.64,0.67,0.74,0.77,0.74,0.72,0.7,0.67,0.66,0.69,0.67,0.68,0.67,0.62,0.67,0.5,0.53,LB,DEF,2
Sherel Floranus,RB,Curaçao,0.69,0.87,0.46,0.58,0.68,0.64,0.75,0.84,0.89,0.8,0.7,0.65,0.66,0.73,0.76,0.81,0.64,0.6,0.63,0.67,0.6,0.55,RB,DEF,2
Fontàs,CB,Spain,0.69,0.3,0.48,0.67,0.61,0.68,0.74,0.31,0.3,0.54,0.38,0.67,0.7,0.78,0.67,0.65,0.69,0.64,0.67,0.7,0.66,0.58,CB,DEF,3
Jímer Fory,LB,Colombia,0.69,0.72,0.52,0.62,0.64,0.63,0.7,0.73,0.72,0.72,0.54,0.69,0.67,0.75,0.81,0.74,0.63,0.58,0.7,0.6,0.55,0.49,LB,DEF,2
Franquesa,LB,Spain,0.69,0.77,0.52,0.6,0.66,0.62,0.66,0.82,0.72,0.72,0.76,0.65,0.63,0.6,0.82,0.7,0.69,0.65,0.59,0.61,0.52,0.52,LB,DEF,2
Jean Franco Fuentes,CB,Venezuela,0.69,0.6,0.38,0.55,0.47,0.7,0.68,0.58,0.61,0.63,0.67,0.55,0.62,0.75,0.54,0.73,0.7,0.66,0.72,0.72,0.68,0.4,CB,DEF,3
Ruben Gabrielsen,CB,Norway,0.69,0.62,0.48,0.48,0.53,0.68,0.84,0.64,0.61,0.7,0.63,0.5,0.62,0.9,0.79,0.86,0.7,0.68,0.64,0.68,0.71,0.66,CB,DEF,3
Lucas Galvão,CB,Brazil,0.69,0.69,0.49,0.61,0.66,0.68,0.73,0.74,0.65,0.73,0.68,0.65,0.66,0.76,0.7,0.8,0.67,0.68,0.69,0.71,0.66,0.56,CB,DEF,2
Gao Zhunyi,LB,China PR,0.69,0.71,0.52,0.62,0.67,0.66,0.74,0.74,0.69,0.68,0.58,0.68,0.64,0.77,0.75,0.81,0.7,0.67,0.65,0.63,0.66,0.65,LB,DEF,2
Saúl,LB,Spain,0.69,0.72,0.45,0.63,0.65,0.68,0.66,0.71,0.72,0.61,0.62,0.69,0.68,0.72,0.56,0.78,0.68,0.69,0.67,0.68,0.69,0.66,LB,DEF,2
Stefan Gartenmann,CB,Denmark,0.69,0.59,0.33,0.57,0.61,0.68,0.77,0.51,0.66,0.56,0.65,0.66,0.7,0.82,0.76,0.74,0.7,0.67,0.68,0.69,0.65,0.54,CB,DEF,3
Pedro Amaral,LB,Portugal,0.69,0.73,0.46,0.55,0.67,0.67,0.65,0.71,0.74,0.58,0.7,0.7,0.69,0.63,0.7,0.61,0.69,0.64,0.7,0.67,0.59,0.73,LB,DEF,2
Jules Gaudin,LB,France,0.69,0.68,0.55,0.63,0.67,0.64,0.66,0.67,0.69,0.7,0.63,0.68,0.69,0.59,0.81,0.67,0.65,0.65,0.62,0.65,0.64,0.58,LB,DEF,2
Linus Gechter,CB,Germany,0.69,0.63,0.32,0.5,0.49,0.7,0.73,0.61,0.64,0.52,0.51,0.52,0.63,0.8,0.65,0.81,0.72,0.68,0.7,0.69,0.71,0.5,CB,DEF,3
Paolo Ghiglione,RB,Italy,0.69,0.8,0.52,0.64,0.69,0.65,0.66,0.78,0.82,0.66,0.62,0.7,0.68,0.74,0.5,0.77,0.67,0.67,0.63,0.66,0.58,0.6,RB,DEF,2
Daniele Ghilardi,CB,Italy,0.69,0.62,0.41,0.45,0.49,0.7,0.67,0.59,0.64,0.42,0.55,0.57,0.67,0.7,0.61,0.75,0.74,0.7,0.68,0.66,0.75,0.45,CB,DEF,3
Ben Gibson,CB,England,0.69,0.49,0.27,0.48,0.46,0.7,0.75,0.51,0.48,0.47,0.6,0.5,0.57,0.81,0.64,0.78,0.71,0.69,0.68,0.7,0.72,0.35,CB,DEF,3
Lewis Gibson,CB,England,0.69,0.56,0.33,0.51,0.58,0.69,0.73,0.56,0.56,0.56,0.66,0.62,0.66,0.79,0.64,0.73,0.69,0.68,0.71,0.68,0.64,0.48,CB,DEF,3
Óscar Gil,RB,Spain,0.69,0.81,0.46,0.62,0.66,0.64,0.7,0.78,0.83,0.73,0.72,0.66,0.65,0.63,0.8,0.71,0.65,0.64,0.64,0.65,0.55,0.63,RB,DEF,2
Simone Giordano,LB,Italy,0.69,0.78,0.53,0.65,0.65,0.63,0.59,0.78,0.78,0.72,0.71,0.62,0.67,0.55,0.76,0.62,0.64,0.65,0.65,0.64,0.46,0.59,LB,DEF,2
Justen Glad,CB,United States,0.69,0.69,0.35,0.5,0.5,0.7,0.74,0.68,0.69,0.49,0.65,0.56,0.64,0.73,0.76,0.75,0.7,0.66,0.7,0.73,0.68,0.45,CB,DEF,3
Giorgi Gocholeishvili,RB,Georgia,0.69,0.83,0.4,0.62,0.66,0.61,0.6,0.82,0.84,0.68,0.7,0.64,0.68,0.54,0.7,0.63,0.64,0.65,0.59,0.64,0.48,0.42,RB,DEF,1
Bruno Godeau,CB,Belgium,0.69,0.32,0.35,0.59,0.51,0.71,0.71,0.31,0.33,0.56,0.57,0.57,0.67,0.72,0.76,0.63,0.68,0.65,0.74,0.76,0.7,0.56,CB,DEF,3
Wouter Goes,CB,Holland,0.69,0.49,0.31,0.51,0.6,0.7,0.69,0.69,0.33,0.69,0.7,0.62,0.7,0.66,0.66,0.72,0.72,0.71,0.69,0.67,0.67,0.44,CB,DEF,3
Rubén Alves,CB,Spain,0.69,0.69,0.44,0.5,0.6,0.68,0.74,0.72,0.67,0.7,0.56,0.63,0.67,0.79,0.64,0.81,0.68,0.69,0.69,0.68,0.66,0.62,CB,DEF,2
Lynden Gooch,RB,United States,0.69,0.81,0.61,0.62,0.68,0.63,0.76,0.8,0.81,0.83,0.8,0.65,0.67,0.77,0.73,0.77,0.67,0.65,0.6,0.63,0.53,0.65,RB,DEF,2
Fausto Grillo,CB,Argentina,0.69,0.76,0.38,0.54,0.65,0.7,0.72,0.74,0.77,0.74,0.66,0.63,0.7,0.74,0.75,0.78,0.7,0.7,0.71,0.7,0.63,0.38,CB,DEF,2
Gwon Wan Gyu,CB,Korea Republic,0.69,0.74,0.32,0.53,0.58,0.68,0.77,0.72,0.76,0.78,0.71,0.61,0.61,0.82,0.7,0.83,0.65,0.67,0.71,0.68,0.69,0.32,CB,DEF,2
Jan Gyamerah,RB,Germany,0.69,0.78,0.48,0.58,0.67,0.65,0.69,0.76,0.8,0.7,0.75,0.67,0.67,0.7,0.76,0.76,0.68,0.65,0.65,0.65,0.6,0.51,RB,DEF,2
Florent Hadergjonaj,RB,Kosovo,0.69,0.75,0.5,0.63,0.67,0.64,0.67,0.73,0.76,0.7,0.71,0.66,0.61,0.64,0.76,0.65,0.65,0.64,0.61,0.66,0.63,0.59,RB,DEF,2
Milan Havel,LB,Czech Republic,0.69,0.69,0.51,0.66,0.66,0.66,0.7,0.68,0.69,0.65,0.69,0.67,0.66,0.7,0.69,0.74,0.66,0.66,0.66,0.66,0.7,0.51,LB,DEF,2
Matt Hedges,CB,United States,0.69,0.39,0.28,0.5,0.51,0.67,0.79,0.44,0.35,0.44,0.4,0.6,0.64,0.85,0.74,0.77,0.66,0.64,0.68,0.68,0.72,0.4,CB,DEF,3
Jürgen Heil,RB,Austria,0.69,0.66,0.6,0.65,0.66,0.65,0.74,0.69,0.64,0.68,0.72,0.67,0.66,0.71,0.86,0.68,0.67,0.64,0.68,0.65,0.54,0.65,RB,DEF,2
Herzog,CB,Spain,0.69,0.75,0.3,0.55,0.56,0.66,0.73,0.76,0.74,0.63,0.47,0.64,0.75,0.76,0.65,0.87,0.68,0.64,0.62,0.64,0.74,0.53,CB,DEF,3
James Hill,CB,England,0.69,0.7,0.39,0.57,0.59,0.69,0.72,0.65,0.74,0.57,0.64,0.62,0.67,0.75,0.65,0.75,0.69,0.68,0.68,0.71,0.68,0.51,CB,DEF,3
Daniel Høegh,CB,Denmark,0.69,0.35,0.4,0.51,0.52,0.68,0.76,0.35,0.35,0.48,0.51,0.63,0.67,0.84,0.66,0.7,0.67,0.66,0.69,0.68,0.69,0.58,CB,DEF,3
Marcel Hoffmeier,CB,Germany,0.69,0.75,0.44,0.61,0.65,0.69,0.74,0.77,0.73,0.71,0.7,0.65,0.69,0.72,0.84,0.79,0.72,0.63,0.7,0.67,0.64,0.58,CB,DEF,2
Majid Hosseini,CB,Iran,0.69,0.58,0.3,0.47,0.5,0.7,0.75,0.56,0.6,0.57,0.67,0.52,0.63,0.75,0.74,0.76,0.7,0.69,0.69,0.7,0.71,0.46,CB,DEF,3
Niklas Hult,LB,Sweden,0.69,0.7,0.59,0.67,0.7,0.63,0.65,0.8,0.62,0.77,0.81,0.69,0.67,0.6,0.76,0.68,0.66,0.63,0.63,0.67,0.5,0.66,LB,DEF,2
Hwang Seok Ho,CB,Korea Republic,0.69,0.56,0.33,0.55,0.6,0.68,0.77,0.61,0.51,0.52,0.54,0.61,0.65,0.82,0.7,0.78,0.72,0.67,0.68,0.64,0.68,0.43,CB,DEF,3
Hwang Jae Won,CB,Korea Republic,0.69,0.77,0.46,0.64,0.7,0.69,0.76,0.76,0.77,0.82,0.66,0.67,0.7,0.71,0.9,0.78,0.69,0.64,0.71,0.73,0.61,0.58,CB,DEF,2
Robert Ivanov,CB,Finland,0.69,0.62,0.32,0.56,0.53,0.7,0.77,0.57,0.66,0.46,0.39,0.57,0.68,0.86,0.72,0.78,0.68,0.65,0.74,0.7,0.68,0.45,CB,DEF,3
Emmanuel Iyoha,LB,Germany,0.69,0.7,0.63,0.61,0.71,0.64,0.74,0.74,0.67,0.72,0.54,0.71,0.69,0.79,0.77,0.86,0.63,0.59,0.65,0.64,0.71,0.72,LB,DEF,2
Frederik Jäkel,CB,Germany,0.69,0.7,0.29,0.44,0.49,0.67,0.78,0.61,0.78,0.39,0.4,0.58,0.62,0.86,0.68,0.76,0.68,0.64,0.68,0.65,0.71,0.4,CB,DEF,5
Saidy Janko,RB,Gambia,0.69,0.87,0.52,0.59,0.66,0.64,0.75,0.88,0.86,0.75,0.7,0.63,0.65,0.8,0.7,0.85,0.67,0.64,0.6,0.66,0.59,0.67,RB,DEF,2
Leonardo Jara,RB,Argentina,0.69,0.57,0.58,0.65,0.65,0.67,0.79,0.53,0.61,0.56,0.51,0.71,0.67,0.8,0.81,0.72,0.7,0.68,0.68,0.63,0.64,0.75,RB,DEF,3
Julian Jeanvier,CB,Guinea,0.69,0.61,0.35,0.49,0.54,0.68,0.73,0.59,0.62,0.66,0.65,0.59,0.69,0.78,0.62,0.75,0.7,0.71,0.65,0.67,0.69,0.46,CB,DEF,3
Jeon Min Gwang,CB,Korea Republic,0.69,0.74,0.51,0.57,0.56,0.69,0.78,0.73,0.74,0.63,0.57,0.57,0.64,0.8,0.82,0.82,0.71,0.66,0.69,0.68,0.68,0.61,CB,DEF,2
Jiang Shenglong,CB,China PR,0.69,0.73,0.5,0.54,0.57,0.66,0.8,0.72,0.73,0.63,0.45,0.61,0.6,0.84,0.75,0.91,0.68,0.64,0.65,0.62,0.76,0.53,CB,DEF,3
Matej Jonjić,CB,Croatia,0.69,0.66,0.47,0.5,0.49,0.69,0.79,0.59,0.71,0.56,0.39,0.5,0.61,0.87,0.75,0.83,0.69,0.66,0.71,0.67,0.71,0.45,CB,DEF,3
Emir Karić,LB,Austria,0.69,0.7,0.44,0.61,0.65,0.65,0.74,0.73,0.68,0.68,0.65,0.66,0.67,0.75,0.76,0.83,0.66,0.65,0.66,0.63,0.58,0.55,LB,DEF,2
Nikola Katić,CB,Croatia,0.69,0.55,0.35,0.45,0.54,0.67,0.78,0.48,0.6,0.33,0.33,0.61,0.64,0.83,0.69,0.78,0.68,0.69,0.64,0.67,0.72,0.5,CB,DEF,3
Panos Katseris,RB,Greece,0.69,0.8,0.51,0.62,0.66,0.62,0.63,0.81,0.8,0.73,0.72,0.66,0.62,0.56,0.78,0.68,0.65,0.62,0.6,0.64,0.54,0.63,RB,DEF,2
Noah Katterbach,LB,Germany,0.69,0.71,0.4,0.57,0.72,0.66,0.58,0.72,0.71,0.77,0.76,0.71,0.68,0.54,0.64,0.61,0.68,0.67,0.66,0.67,0.53,0.46,LB,DEF,2
Kévin Keben,CB,Cameroon,0.69,0.64,0.32,0.5,0.56,0.69,0.7,0.66,0.62,0.4,0.44,0.63,0.64,0.77,0.63,0.81,0.71,0.67,0.69,0.66,0.71,0.43,CB,DEF,3
Check Keita,CB,France,0.69,0.49,0.3,0.43,0.52,0.7,0.71,0.49,0.49,0.4,0.48,0.56,0.69,0.74,0.62,0.73,0.73,0.69,0.68,0.7,0.71,0.47,CB,DEF,3
Henry Kessler,CB,United States,0.69,0.54,0.27,0.48,0.6,0.69,0.77,0.61,0.49,0.59,0.59,0.65,0.65,0.84,0.75,0.83,0.69,0.68,0.68,0.66,0.74,0.39,CB,DEF,3
Josh Key,RB,England,0.69,0.84,0.5,0.61,0.67,0.61,0.71,0.85,0.83,0.78,0.75,0.63,0.66,0.7,0.82,0.73,0.67,0.63,0.63,0.63,0.35,0.54,RB,DEF,2
Kim Jin Hyuk,CB,Korea Republic,0.69,0.59,0.58,0.55,0.6,0.68,0.78,0.61,0.57,0.58,0.53,0.64,0.62,0.84,0.72,0.83,0.65,0.62,0.72,0.67,0.73,0.66,CB,DEF,3
Kim Young Gwon,CB,Korea Republic,0.69,0.67,0.44,0.62,0.57,0.67,0.77,0.65,0.68,0.57,0.52,0.62,0.57,0.83,0.7,0.8,0.68,0.64,0.67,0.65,0.7,0.5,CB,DEF,3
Anton Krivotsyuk,CB,Azerbaijan,0.69,0.83,0.4,0.52,0.62,0.66,0.78,0.81,0.85,0.75,0.58,0.64,0.64,0.78,0.8,0.9,0.71,0.66,0.6,0.63,0.73,0.53,CB,DEF,2
Sergiy Kryvtsov,CB,Ukraine,0.69,0.57,0.44,0.55,0.5,0.68,0.76,0.59,0.55,0.45,0.7,0.54,0.7,0.8,0.69,0.73,0.65,0.64,0.69,0.71,0.74,0.65,CB,DEF,3
Mathías Laborda,CB,Uruguay,0.69,0.7,0.41,0.52,0.58,0.69,0.7,0.71,0.69,0.66,0.67,0.61,0.65,0.72,0.67,0.91,0.68,0.65,0.69,0.7,0.75,0.41,CB,DEF,2
Ali Lajami,CB,Saudi Arabia,0.69,0.76,0.48,0.58,0.6,0.67,0.76,0.78,0.74,0.79,0.73,0.61,0.66,0.73,0.78,0.8,0.66,0.71,0.65,0.71,0.64,0.56,CB,DEF,2
Luke Leahy,LB,England,0.69,0.7,0.66,0.69,0.68,0.63,0.75,0.69,0.71,0.72,0.73,0.68,0.66,0.69,0.84,0.77,0.64,0.59,0.63,0.65,0.59,0.68,LB,DEF,2
Quentin Lecoeuche,LB,France,0.69,0.77,0.47,0.62,0.65,0.63,0.69,0.78,0.77,0.82,0.81,0.63,0.59,0.66,0.85,0.75,0.66,0.63,0.61,0.63,0.6,0.49,LB,DEF,2
Lee Han Beom,CB,Korea Republic,0.69,0.61,0.28,0.5,0.57,0.69,0.73,0.6,0.62,0.5,0.55,0.63,0.62,0.8,0.59,0.88,0.7,0.67,0.71,0.65,0.71,0.31,CB,DEF,3
José León,CB,Spain,0.69,0.69,0.36,0.53,0.55,0.68,0.77,0.69,0.69,0.62,0.65,0.65,0.68,0.8,0.82,0.78,0.7,0.67,0.68,0.69,0.65,0.59,CB,DEF,2
Gift Links,LB,South Africa,0.69,0.85,0.57,0.66,0.71,0.6,0.66,0.88,0.83,0.9,0.92,0.7,0.61,0.63,0.77,0.69,0.61,0.59,0.63,0.62,0.45,0.58,LB,DEF,2
