Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,att_cluster
Brian White,ST,United States,0.71,0.75,0.7,0.55,0.7,0.47,0.72,0.75,0.75,0.71,0.68,0.71,0.71,0.75,0.75,0.8,0.47,0.43,0.42,0.48,0.68,0.72,ST,ATT,2
Kelvin Yeboah,ST,Italy,0.71,0.88,0.69,0.57,0.71,0.24,0.69,0.91,0.85,0.81,0.71,0.69,0.74,0.7,0.74,0.8,0.21,0.17,0.19,0.2,0.59,0.71,ST,ATT,4
Alessio Zerbin,LW,Italy,0.71,0.69,0.67,0.67,0.74,0.36,0.63,0.67,0.71,0.71,0.6,0.78,0.64,0.67,0.68,0.62,0.38,0.31,0.33,0.32,0.48,0.65,LW,ATT,7
A Lan,ST,China PR,0.7,0.8,0.68,0.63,0.73,0.32,0.72,0.82,0.78,0.82,0.75,0.71,0.65,0.75,0.79,0.83,0.2,0.22,0.35,0.33,0.67,0.7,ST,ATT,4
Ramón Ábila,ST,Argentina,0.7,0.57,0.7,0.61,0.69,0.32,0.79,0.59,0.55,0.68,0.72,0.7,0.65,0.92,0.54,0.77,0.32,0.22,0.29,0.19,0.73,0.81,ST,ATT,1
Junior Adamu,ST,Austria,0.7,0.79,0.69,0.52,0.7,0.22,0.67,0.8,0.78,0.79,0.73,0.66,0.66,0.74,0.66,0.82,0.13,0.12,0.18,0.21,0.69,0.72,ST,ATT,4
Denis Alibec,ST,Romania,0.7,0.69,0.73,0.68,0.71,0.24,0.78,0.71,0.68,0.68,0.65,0.74,0.66,0.8,0.68,0.73,0.23,0.18,0.2,0.19,0.51,0.78,ST,ATT,4
Nabil Alioui,LW,France,0.7,0.69,0.69,0.66,0.73,0.27,0.55,0.68,0.7,0.8,0.77,0.7,0.64,0.56,0.62,0.63,0.22,0.21,0.27,0.25,0.55,0.72,LW,ATT,7
Agustín Álvarez,ST,Uruguay,0.7,0.7,0.71,0.61,0.69,0.36,0.69,0.74,0.67,0.74,0.78,0.72,0.68,0.74,0.73,0.83,0.33,0.3,0.31,0.31,0.72,0.73,ST,ATT,4
Pedro Henrique,ST,Brazil,0.7,0.58,0.7,0.48,0.66,0.34,0.72,0.59,0.57,0.5,0.48,0.72,0.68,0.78,0.61,0.8,0.34,0.31,0.27,0.24,0.75,0.68,ST,ATT,1
Kikas,ST,Portugal,0.7,0.75,0.69,0.53,0.68,0.22,0.65,0.76,0.75,0.75,0.75,0.69,0.68,0.66,0.73,0.75,0.18,0.17,0.19,0.12,0.63,0.75,ST,ATT,4
Thierry Ambrose,ST,France,0.7,0.81,0.7,0.6,0.72,0.29,0.62,0.8,0.81,0.72,0.76,0.72,0.62,0.74,0.56,0.81,0.21,0.29,0.3,0.2,0.64,0.75,ST,ATT,4
Giorgi Arabidze,RW,Georgia,0.7,0.8,0.65,0.64,0.75,0.3,0.41,0.81,0.79,0.86,0.87,0.73,0.67,0.32,0.63,0.46,0.36,0.29,0.22,0.31,0.37,0.68,RW,ATT,7
Thierno Ballo,LW,Austria,0.7,0.86,0.62,0.62,0.76,0.5,0.49,0.88,0.84,0.87,0.83,0.74,0.62,0.31,0.75,0.5,0.54,0.48,0.46,0.54,0.42,0.62,LW,ATT,2
Lucas Barcelos,LW,Brazil,0.7,0.76,0.71,0.57,0.71,0.23,0.73,0.76,0.76,0.73,0.61,0.69,0.73,0.74,0.79,0.76,0.16,0.18,0.19,0.23,0.57,0.72,LW,ATT,4
Roony Bardghji,RW,Sweden,0.7,0.75,0.68,0.63,0.74,0.3,0.53,0.77,0.74,0.87,0.88,0.71,0.67,0.49,0.64,0.48,0.3,0.29,0.32,0.28,0.24,0.7,RW,ATT,7
Tai Baribo,ST,Israel,0.7,0.72,0.72,0.51,0.67,0.25,0.7,0.72,0.72,0.72,0.69,0.66,0.68,0.71,0.73,0.77,0.31,0.2,0.17,0.12,0.66,0.73,ST,ATT,4
Jorge Benítez,ST,Paraguay,0.7,0.68,0.71,0.57,0.69,0.24,0.7,0.69,0.68,0.67,0.58,0.69,0.7,0.77,0.71,0.79,0.16,0.16,0.23,0.19,0.7,0.73,ST,ATT,4
Rubén Bentancourt,ST,Uruguay,0.7,0.75,0.72,0.54,0.63,0.33,0.68,0.77,0.74,0.79,0.57,0.68,0.59,0.69,0.74,0.86,0.14,0.12,0.35,0.46,0.77,0.71,ST,ATT,4
Mateusz Bogusz,ST,Poland,0.7,0.71,0.74,0.67,0.7,0.57,0.65,0.72,0.7,0.73,0.72,0.72,0.66,0.68,0.7,0.7,0.63,0.6,0.51,0.55,0.55,0.76,ST,ATT,2
Erik Botheim,ST,Norway,0.7,0.71,0.69,0.58,0.67,0.38,0.74,0.7,0.71,0.71,0.73,0.64,0.71,0.78,0.73,0.79,0.33,0.24,0.38,0.36,0.7,0.69,ST,ATT,4
Mohamed Bouldini,ST,Morocco,0.7,0.78,0.68,0.51,0.65,0.36,0.78,0.75,0.8,0.75,0.66,0.65,0.64,0.84,0.77,0.89,0.26,0.28,0.33,0.39,0.74,0.75,ST,ATT,4
Tom Bradshaw,ST,Wales,0.7,0.77,0.7,0.51,0.68,0.3,0.69,0.76,0.78,0.82,0.82,0.68,0.73,0.7,0.8,0.78,0.24,0.31,0.3,0.2,0.69,0.68,ST,ATT,4
Billal Brahimi,RW,Algeria,0.7,0.76,0.67,0.67,0.73,0.27,0.63,0.75,0.76,0.69,0.69,0.72,0.6,0.7,0.56,0.69,0.29,0.26,0.19,0.22,0.51,0.73,RW,ATT,4
Norberto Briasco,ST,Armenia,0.7,0.78,0.66,0.63,0.71,0.36,0.73,0.77,0.79,0.74,0.54,0.7,0.72,0.75,0.68,0.82,0.35,0.21,0.4,0.2,0.69,0.72,ST,ATT,4
Leonardo Campana,ST,Ecuador,0.7,0.65,0.7,0.48,0.65,0.3,0.67,0.65,0.65,0.65,0.65,0.69,0.7,0.7,0.71,0.83,0.25,0.22,0.26,0.24,0.81,0.7,ST,ATT,4
Luigi Canotto,RW,Italy,0.7,0.74,0.64,0.66,0.72,0.41,0.54,0.75,0.73,0.79,0.82,0.69,0.66,0.45,0.62,0.51,0.42,0.38,0.41,0.38,0.43,0.66,RW,ATT,7
Cristian Colmán,ST,Paraguay,0.7,0.73,0.69,0.57,0.64,0.32,0.74,0.65,0.79,0.73,0.55,0.68,0.7,0.8,0.56,0.85,0.23,0.3,0.35,0.2,0.76,0.7,ST,ATT,4
Andrea Compagno,ST,Italy,0.7,0.61,0.7,0.5,0.61,0.33,0.79,0.53,0.67,0.53,0.36,0.68,0.7,0.84,0.76,0.83,0.3,0.22,0.29,0.27,0.76,0.71,ST,ATT,1
Rui Pedro,ST,Portugal,0.7,0.72,0.68,0.6,0.72,0.3,0.7,0.7,0.74,0.73,0.62,0.73,0.68,0.7,0.72,0.72,0.2,0.18,0.34,0.31,0.62,0.74,ST,ATT,4
Kryštof Daněk,RW,Czech Republic,0.7,0.69,0.61,0.69,0.73,0.26,0.59,0.71,0.68,0.74,0.72,0.73,0.69,0.6,0.58,0.55,0.23,0.33,0.28,0.23,0.31,0.58,RW,ATT,7
Lukas Daschner,ST,Germany,0.7,0.72,0.69,0.65,0.73,0.47,0.66,0.77,0.68,0.78,0.77,0.72,0.69,0.66,0.68,0.76,0.4,0.34,0.45,0.6,0.65,0.7,ST,ATT,2
Marcos André,ST,Brazil,0.7,0.72,0.71,0.59,0.68,0.37,0.71,0.74,0.71,0.68,0.71,0.7,0.58,0.78,0.63,0.82,0.36,0.31,0.33,0.33,0.7,0.75,ST,ATT,4
Karamoko Dembélé,RW,England,0.7,0.83,0.64,0.64,0.74,0.43,0.43,0.86,0.81,0.91,0.92,0.7,0.65,0.33,0.64,0.47,0.48,0.39,0.43,0.45,0.32,0.65,RW,ATT,7
Davide Diaw,ST,Italy,0.7,0.84,0.67,0.55,0.7,0.27,0.73,0.83,0.84,0.72,0.74,0.72,0.67,0.79,0.71,0.85,0.22,0.2,0.26,0.19,0.65,0.69,ST,ATT,4
Daryl Dike,ST,United States,0.7,0.65,0.7,0.47,0.62,0.2,0.79,0.59,0.7,0.53,0.46,0.66,0.67,0.95,0.62,0.86,0.15,0.1,0.15,0.15,0.74,0.83,ST,ATT,1
Franculino,ST,Guinea-Bissau,0.7,0.77,0.68,0.62,0.7,0.36,0.68,0.74,0.8,0.77,0.73,0.69,0.67,0.75,0.66,0.79,0.29,0.24,0.4,0.28,0.68,0.68,ST,ATT,4
Bruno Nazario,ST,Brazil,0.7,0.77,0.69,0.7,0.73,0.45,0.56,0.72,0.81,0.79,0.72,0.7,0.73,0.58,0.68,0.66,0.58,0.39,0.37,0.34,0.55,0.69,ST,ATT,2
Couhaib Driouech,LW,Morocco,0.7,0.93,0.59,0.57,0.73,0.26,0.67,0.91,0.94,0.83,0.76,0.69,0.68,0.61,0.86,0.58,0.24,0.32,0.22,0.23,0.4,0.65,LW,ATT,7
Milan Đurić,ST,Bosnia and Herzegovina,0.7,0.32,0.71,0.55,0.61,0.32,0.81,0.32,0.32,0.31,0.32,0.75,0.74,0.92,0.59,0.85,0.24,0.2,0.28,0.3,0.88,0.78,ST,ATT,1
Serdar Dursun,ST,Turkey,0.7,0.56,0.71,0.59,0.66,0.4,0.74,0.53,0.58,0.65,0.54,0.69,0.71,0.74,0.72,0.71,0.36,0.3,0.39,0.31,0.78,0.77,ST,ATT,1
Dennis Eckert Ayensa,ST,Germany,0.7,0.74,0.71,0.5,0.69,0.27,0.61,0.71,0.77,0.67,0.66,0.7,0.63,0.73,0.62,0.78,0.15,0.16,0.35,0.18,0.7,0.67,ST,ATT,4
Samuel Edozie,LW,England,0.7,0.81,0.61,0.63,0.73,0.28,0.52,0.82,0.81,0.75,0.76,0.71,0.66,0.5,0.66,0.56,0.31,0.36,0.22,0.23,0.37,0.62,LW,ATT,7
Victor Edvardsen,ST,Sweden,0.7,0.79,0.69,0.63,0.69,0.27,0.79,0.76,0.82,0.67,0.7,0.68,0.64,0.83,0.74,0.73,0.4,0.27,0.15,0.12,0.56,0.72,ST,ATT,4
Johannes Eggestein,ST,Germany,0.7,0.62,0.7,0.69,0.72,0.37,0.62,0.7,0.56,0.74,0.71,0.73,0.69,0.68,0.67,0.73,0.24,0.2,0.44,0.37,0.67,0.73,ST,ATT,4
Caleb Ekuban,ST,Ghana,0.7,0.81,0.69,0.64,0.68,0.28,0.8,0.79,0.82,0.71,0.64,0.67,0.64,0.83,0.81,0.86,0.22,0.19,0.22,0.29,0.67,0.7,ST,ATT,4
Ramiro Enrique,ST,Argentina,0.7,0.81,0.69,0.62,0.71,0.27,0.65,0.83,0.8,0.79,0.81,0.71,0.68,0.6,0.83,0.77,0.23,0.22,0.2,0.24,0.67,0.76,ST,ATT,4
Michael Estrada,ST,Ecuador,0.7,0.76,0.65,0.51,0.67,0.24,0.73,0.75,0.76,0.71,0.52,0.65,0.62,0.8,0.54,0.9,0.23,0.17,0.14,0.16,0.78,0.64,ST,ATT,5
José Fajardo,ST,Panama,0.7,0.67,0.7,0.57,0.66,0.33,0.68,0.66,0.68,0.66,0.67,0.7,0.62,0.72,0.65,0.79,0.26,0.23,0.35,0.26,0.74,0.64,ST,ATT,4
Sebastián Ferreira,ST,Paraguay,0.7,0.71,0.7,0.57,0.72,0.38,0.62,0.72,0.7,0.79,0.57,0.71,0.72,0.62,0.69,0.73,0.37,0.33,0.33,0.35,0.68,0.76,ST,ATT,4
Bård Finne,ST,Norway,0.7,0.77,0.7,0.61,0.71,0.27,0.64,0.8,0.74,0.84,0.84,0.7,0.69,0.6,0.79,0.74,0.16,0.18,0.32,0.22,0.61,0.7,ST,ATT,4
Carlos Forbs,LW,Portugal,0.7,0.9,0.67,0.62,0.7,0.36,0.54,0.92,0.88,0.83,0.85,0.66,0.68,0.45,0.65,0.65,0.33,0.24,0.33,0.42,0.53,0.66,LW,ATT,7
Marcus Forss,ST,Finland,0.7,0.74,0.7,0.54,0.67,0.39,0.69,0.75,0.73,0.6,0.72,0.69,0.7,0.7,0.65,0.75,0.48,0.5,0.23,0.34,0.62,0.74,ST,ATT,2
Michael Frey,ST,Switzerland,0.7,0.57,0.71,0.62,0.61,0.41,0.86,0.53,0.6,0.4,0.37,0.64,0.7,0.91,0.77,0.83,0.41,0.4,0.36,0.34,0.75,0.79,ST,ATT,1
Enric Gallego,ST,Spain,0.7,0.54,0.71,0.58,0.64,0.25,0.74,0.54,0.54,0.49,0.52,0.7,0.72,0.85,0.62,0.81,0.17,0.18,0.22,0.21,0.74,0.73,ST,ATT,1
Lucas Gamba,ST,Argentina,0.7,0.76,0.69,0.69,0.74,0.28,0.64,0.85,0.69,0.91,0.87,0.72,0.68,0.75,0.67,0.83,0.23,0.22,0.28,0.23,0.62,0.67,ST,ATT,4
Diego García,ST,Spain,0.7,0.75,0.7,0.51,0.67,0.23,0.57,0.76,0.74,0.58,0.58,0.72,0.66,0.63,0.59,0.79,0.22,0.21,0.16,0.14,0.71,0.69,ST,ATT,5
Willem Geubbels,ST,France,0.7,0.79,0.69,0.59,0.71,0.26,0.67,0.77,0.81,0.72,0.66,0.7,0.67,0.7,0.73,0.74,0.21,0.19,0.27,0.21,0.59,0.71,ST,ATT,4
Josh Ginnelly,ST,England,0.7,0.91,0.69,0.61,0.74,0.46,0.63,0.92,0.9,0.87,0.8,0.71,0.64,0.59,0.79,0.77,0.46,0.38,0.44,0.43,0.61,0.71,ST,ATT,2
Federico Girotti,ST,Argentina,0.7,0.61,0.7,0.57,0.65,0.36,0.74,0.64,0.59,0.69,0.52,0.66,0.67,0.83,0.66,0.84,0.35,0.34,0.3,0.28,0.73,0.72,ST,ATT,1
Makhtar Gueye,ST,Senegal,0.7,0.63,0.69,0.55,0.6,0.32,0.85,0.53,0.71,0.47,0.33,0.62,0.66,0.91,0.75,0.89,0.29,0.21,0.28,0.25,0.81,0.73,ST,ATT,1
Jérémy Guillemenot,ST,Switzerland,0.7,0.79,0.69,0.65,0.67,0.38,0.68,0.77,0.8,0.67,0.7,0.69,0.67,0.66,0.73,0.77,0.42,0.36,0.3,0.32,0.67,0.68,ST,ATT,4
Fredrik Gulbrandsen,ST,Norway,0.7,0.84,0.69,0.6,0.72,0.4,0.77,0.82,0.86,0.85,0.83,0.7,0.66,0.76,0.83,0.83,0.36,0.32,0.4,0.38,0.61,0.74,ST,ATT,3
Christian Gytkjær,ST,Denmark,0.7,0.5,0.73,0.57,0.68,0.33,0.66,0.51,0.5,0.68,0.66,0.7,0.73,0.78,0.39,0.77,0.16,0.19,0.42,0.32,0.73,0.77,ST,ATT,1
Geoffry Hairemans,RW,Belgium,0.7,0.41,0.73,0.79,0.72,0.47,0.67,0.46,0.37,0.59,0.65,0.78,0.71,0.64,0.77,0.57,0.46,0.38,0.43,0.55,0.54,0.77,RW,ATT,1
Ryan Hardie,ST,Scotland,0.7,0.85,0.68,0.48,0.69,0.25,0.63,0.81,0.88,0.78,0.69,0.69,0.66,0.7,0.73,0.8,0.21,0.18,0.22,0.18,0.66,0.69,ST,ATT,4
Gabriel Hauche,RW,Argentina,0.7,0.69,0.68,0.69,0.72,0.46,0.68,0.71,0.67,0.75,0.76,0.72,0.69,0.7,0.58,0.71,0.55,0.41,0.53,0.2,0.58,0.72,RW,ATT,2
Simon Hedlund,RW,Sweden,0.7,0.88,0.6,0.65,0.7,0.29,0.69,0.87,0.89,0.84,0.84,0.67,0.71,0.61,0.81,0.69,0.21,0.24,0.31,0.33,0.46,0.65,RW,ATT,7
Diego Herazo,ST,Colombia,0.7,0.72,0.74,0.58,0.68,0.27,0.67,0.75,0.7,0.73,0.61,0.68,0.59,0.75,0.72,0.76,0.17,0.11,0.41,0.14,0.59,0.76,ST,ATT,4
Leonardo Heredia,ST,Argentina,0.7,0.65,0.69,0.67,0.7,0.43,0.72,0.69,0.61,0.67,0.62,0.71,0.69,0.75,0.71,0.8,0.44,0.49,0.32,0.41,0.72,0.72,ST,ATT,2
Michael Hoyos,ST,Argentina,0.7,0.78,0.69,0.66,0.71,0.37,0.7,0.77,0.79,0.76,0.8,0.7,0.71,0.72,0.73,0.8,0.22,0.21,0.45,0.43,0.66,0.7,ST,ATT,4
George Ilenikhena,ST,France,0.7,0.81,0.71,0.56,0.69,0.26,0.61,0.8,0.82,0.76,0.65,0.68,0.6,0.72,0.62,0.81,0.28,0.26,0.16,0.17,0.67,0.72,ST,ATT,4
Takuro Kaneko,RW,Japan,0.7,0.8,0.64,0.67,0.72,0.54,0.63,0.88,0.73,0.79,0.7,0.69,0.7,0.61,0.7,0.72,0.59,0.57,0.52,0.49,0.52,0.69,RW,ATT,2
Mikkel Kaufmann,ST,Denmark,0.7,0.8,0.68,0.54,0.66,0.25,0.68,0.79,0.8,0.67,0.57,0.69,0.68,0.77,0.66,0.83,0.22,0.17,0.23,0.18,0.66,0.73,ST,ATT,4
Will Keane,ST,Republic of Ireland,0.7,0.62,0.7,0.62,0.69,0.47,0.75,0.58,0.65,0.67,0.64,0.7,0.68,0.75,0.86,0.77,0.47,0.34,0.45,0.41,0.74,0.72,ST,ATT,2
Kim Hyeon Ug,RW,Korea Republic,0.7,0.79,0.69,0.64,0.73,0.48,0.6,0.8,0.78,0.9,0.92,0.68,0.72,0.47,0.87,0.49,0.45,0.38,0.62,0.48,0.27,0.74,RW,ATT,2
Ermal Krasniqi,LW,Kosovo,0.7,0.81,0.68,0.61,0.71,0.25,0.61,0.82,0.81,0.74,0.68,0.72,0.66,0.61,0.74,0.63,0.2,0.24,0.23,0.29,0.4,0.72,LW,ATT,7
Kevin Lasagna,ST,Italy,0.7,0.8,0.7,0.62,0.7,0.37,0.68,0.81,0.79,0.74,0.72,0.68,0.7,0.71,0.72,0.8,0.3,0.28,0.36,0.39,0.61,0.8,ST,ATT,4
Brayan León,ST,Colombia,0.7,0.8,0.69,0.52,0.67,0.2,0.61,0.83,0.78,0.73,0.76,0.68,0.75,0.58,0.75,0.8,0.16,0.11,0.14,0.11,0.72,0.69,ST,ATT,4
Gastón Lezcano,ST,Argentina,0.7,0.69,0.71,0.64,0.74,0.24,0.63,0.7,0.69,0.75,0.74,0.76,0.63,0.67,0.57,0.71,0.18,0.18,0.18,0.23,0.63,0.71,ST,ATT,4
Leandro Andrade,RW,Cape Verde Islands,0.7,0.75,0.68,0.63,0.73,0.29,0.6,0.77,0.74,0.76,0.73,0.74,0.68,0.58,0.65,0.72,0.27,0.23,0.24,0.26,0.62,0.71,RW,ATT,4
Lisandro López,ST,Argentina,0.7,0.52,0.72,0.7,0.72,0.53,0.6,0.53,0.52,0.69,0.73,0.73,0.67,0.64,0.53,0.7,0.57,0.37,0.45,0.55,0.73,0.76,ST,ATT,2
Jamal Lowe,ST,Jamaica,0.7,0.84,0.69,0.6,0.72,0.4,0.69,0.82,0.86,0.88,0.71,0.71,0.66,0.73,0.67,0.81,0.45,0.33,0.35,0.33,0.62,0.67,ST,ATT,2
Cephas Malele,ST,Switzerland,0.7,0.84,0.67,0.48,0.68,0.33,0.83,0.85,0.84,0.75,0.65,0.69,0.63,0.87,0.83,0.86,0.21,0.23,0.42,0.22,0.72,0.75,ST,ATT,4
Alejandro Marqués,ST,Venezuela,0.7,0.69,0.7,0.55,0.7,0.36,0.63,0.68,0.69,0.66,0.67,0.73,0.62,0.7,0.61,0.83,0.26,0.23,0.41,0.26,0.81,0.67,ST,ATT,4
Cris Martínez,LW,Paraguay,0.7,0.82,0.7,0.61,0.71,0.26,0.79,0.83,0.82,0.84,0.85,0.68,0.67,0.73,0.85,0.88,0.13,0.17,0.34,0.16,0.74,0.73,LW,ATT,4
Alejandro Martínez,LW,Argentina,0.7,0.83,0.68,0.59,0.74,0.33,0.63,0.84,0.83,0.77,0.72,0.72,0.65,0.57,0.74,0.66,0.35,0.21,0.29,0.36,0.49,0.74,LW,ATT,7
Alfie May,ST,England,0.7,0.84,0.71,0.62,0.7,0.39,0.71,0.85,0.84,0.83,0.85,0.67,0.7,0.63,0.9,0.67,0.37,0.34,0.28,0.51,0.59,0.71,ST,ATT,2
James McAtee,RW,England,0.7,0.7,0.64,0.67,0.73,0.41,0.6,0.72,0.69,0.72,0.53,0.76,0.68,0.62,0.69,0.59,0.42,0.43,0.44,0.33,0.42,0.66,RW,ATT,2
Jeison Medina,ST,Colombia,0.7,0.76,0.7,0.59,0.7,0.36,0.57,0.78,0.74,0.77,0.65,0.7,0.65,0.62,0.54,0.76,0.26,0.31,0.45,0.24,0.68,0.69,ST,ATT,4
Nathaniel Méndez-Laing,ST,Guatemala,0.7,0.87,0.68,0.68,0.72,0.49,0.69,0.86,0.87,0.75,0.75,0.7,0.68,0.76,0.75,0.76,0.52,0.44,0.43,0.52,0.6,0.7,ST,ATT,2
John Mercado,LW,Ecuador,0.7,0.86,0.61,0.62,0.74,0.27,0.6,0.87,0.86,0.79,0.57,0.75,0.5,0.57,0.69,0.62,0.32,0.32,0.2,0.23,0.39,0.67,LW,ATT,7
Merquelanz,LW,Spain,0.7,0.59,0.74,0.74,0.7,0.45,0.63,0.55,0.63,0.66,0.73,0.72,0.68,0.64,0.62,0.53,0.6,0.55,0.25,0.48,0.41,0.79,LW,ATT,2
Gabriele Moncini,ST,Italy,0.7,0.8,0.69,0.57,0.69,0.37,0.68,0.82,0.78,0.78,0.66,0.68,0.67,0.68,0.74,0.8,0.33,0.3,0.37,0.32,0.7,0.69,ST,ATT,4
Stefano Moreo,ST,Italy,0.7,0.77,0.65,0.61,0.68,0.47,0.8,0.69,0.83,0.74,0.56,0.69,0.7,0.84,0.8,0.85,0.51,0.33,0.4,0.46,0.72,0.73,ST,ATT,3
Daniel Mosquera,ST,Colombia,0.7,0.7,0.7,0.52,0.67,0.28,0.78,0.64,0.74,0.61,0.78,0.69,0.64,0.86,0.65,0.85,0.23,0.22,0.22,0.23,0.73,0.73,ST,ATT,4
Samuele Mulattieri,ST,Italy,0.7,0.71,0.69,0.6,0.69,0.37,0.67,0.72,0.71,0.68,0.65,0.73,0.66,0.7,0.69,0.75,0.38,0.37,0.27,0.35,0.67,0.67,ST,ATT,4
Florian Niederlechner,ST,Germany,0.7,0.64,0.71,0.61,0.68,0.36,0.78,0.68,0.6,0.65,0.66,0.69,0.72,0.78,0.8,0.78,0.35,0.35,0.27,0.35,0.69,0.77,ST,ATT,4
Håvard Nielsen,ST,Norway,0.7,0.65,0.7,0.67,0.7,0.45,0.74,0.6,0.69,0.62,0.63,0.71,0.71,0.76,0.76,0.76,0.36,0.33,0.45,0.54,0.7,0.73,ST,ATT,3
Fer Niño,ST,Spain,0.7,0.67,0.71,0.58,0.68,0.34,0.72,0.65,0.69,0.72,0.61,0.69,0.69,0.79,0.73,0.78,0.31,0.28,0.3,0.31,0.7,0.74,ST,ATT,4
Christoffer Nyman,ST,Sweden,0.7,0.78,0.69,0.58,0.66,0.41,0.8,0.79,0.78,0.7,0.6,0.65,0.69,0.81,0.81,0.85,0.41,0.3,0.4,0.36,0.68,0.68,ST,ATT,4
Ohi Omoijuanfo,ST,Norway,0.7,0.76,0.68,0.62,0.67,0.41,0.74,0.76,0.76,0.7,0.56,0.68,0.69,0.77,0.74,0.83,0.32,0.36,0.38,0.47,0.69,0.71,ST,ATT,4
Ado Onaiwu,ST,Japan,0.7,0.79,0.69,0.61,0.66,0.38,0.69,0.81,0.77,0.63,0.62,0.68,0.68,0.72,0.63,0.82,0.37,0.36,0.32,0.34,0.68,0.7,ST,ATT,4
German Onugkha,ST,Russia,0.7,0.67,0.7,0.54,0.67,0.24,0.79,0.65,0.68,0.61,0.58,0.69,0.67,0.9,0.66,0.81,0.18,0.22,0.2,0.18,0.66,0.72,ST,ATT,4
Nicolás Orsini,ST,Argentina,0.7,0.73,0.67,0.57,0.65,0.31,0.73,0.65,0.8,0.67,0.54,0.68,0.67,0.84,0.61,0.8,0.25,0.19,0.33,0.22,0.77,0.74,ST,ATT,4
Milutin Osmajić,ST,Montenegro,0.7,0.78,0.72,0.56,0.62,0.37,0.77,0.79,0.77,0.62,0.73,0.6,0.68,0.83,0.67,0.86,0.38,0.33,0.3,0.3,0.69,0.78,ST,ATT,4
Leonardo Pavoletti,ST,Italy,0.7,0.49,0.68,0.53,0.61,0.39,0.68,0.36,0.6,0.54,0.6,0.65,0.63,0.79,0.35,0.8,0.29,0.27,0.45,0.27,0.86,0.72,ST,ATT,1
Alisson Safira,ST,Brazil,0.7,0.66,0.72,0.52,0.66,0.25,0.65,0.67,0.66,0.58,0.6,0.7,0.72,0.65,0.72,0.76,0.16,0.14,0.19,0.31,0.73,0.78,ST,ATT,4
Rodrigo Pinho,ST,Brazil,0.7,0.6,0.75,0.6,0.68,0.25,0.61,0.65,0.55,0.65,0.59,0.69,0.67,0.67,0.68,0.7,0.24,0.21,0.18,0.19,0.64,0.8,ST,ATT,1
Benedikt Pichler,ST,Austria,0.7,0.76,0.68,0.63,0.65,0.33,0.69,0.72,0.79,0.59,0.57,0.68,0.61,0.8,0.75,0.85,0.39,0.36,0.24,0.17,0.72,0.7,ST,ATT,4
Felix Platte,ST,Germany,0.7,0.68,0.69,0.54,0.63,0.25,0.75,0.66,0.7,0.56,0.58,0.68,0.67,0.86,0.61,0.82,0.21,0.17,0.18,0.22,0.7,0.75,ST,ATT,4
Ivan Prtajin,ST,Croatia,0.7,0.64,0.7,0.54,0.64,0.29,0.76,0.65,0.64,0.56,0.53,0.66,0.67,0.82,0.71,0.84,0.24,0.22,0.23,0.25,0.74,0.72,ST,ATT,1
Afimico Pululu,ST,Angola,0.7,0.92,0.68,0.57,0.71,0.26,0.68,0.91,0.92,0.83,0.84,0.7,0.6,0.72,0.75,0.83,0.18,0.2,0.29,0.21,0.6,0.68,ST,ATT,4
Jesús Ramírez,ST,Venezuela,0.7,0.79,0.67,0.58,0.67,0.35,0.69,0.77,0.81,0.72,0.67,0.69,0.71,0.68,0.82,0.78,0.36,0.28,0.27,0.33,0.7,0.69,ST,ATT,4
Santiago Rodríguez,ST,Argentina,0.7,0.72,0.72,0.64,0.71,0.32,0.61,0.73,0.72,0.68,0.8,0.71,0.6,0.68,0.58,0.74,0.37,0.3,0.2,0.26,0.64,0.79,ST,ATT,4
Ramiro Ruiz Rodríguez,ST,Argentina,0.7,0.79,0.68,0.66,0.7,0.38,0.67,0.76,0.81,0.67,0.67,0.7,0.68,0.72,0.73,0.79,0.37,0.34,0.34,0.32,0.65,0.72,ST,ATT,4
Ibrahim Salah,ST,Morocco,0.7,0.73,0.69,0.58,0.72,0.3,0.67,0.68,0.77,0.69,0.7,0.73,0.69,0.71,0.65,0.7,0.28,0.23,0.28,0.27,0.55,0.69,ST,ATT,4
Kevin,LW,Brazil,0.7,0.78,0.63,0.66,0.74,0.33,0.54,0.79,0.78,0.76,0.71,0.74,0.66,0.51,0.61,0.6,0.34,0.32,0.3,0.32,0.46,0.67,LW,ATT,7
Noah Joel Sarenren Bazee,RW,Nigeria,0.7,0.78,0.61,0.64,0.73,0.29,0.49,0.82,0.74,0.77,0.75,0.73,0.68,0.58,0.31,0.69,0.26,0.29,0.22,0.31,0.53,0.64,RW,ATT,7
Bruno Sávio,RW,Brazil,0.7,0.72,0.69,0.64,0.69,0.26,0.6,0.72,0.72,0.71,0.68,0.66,0.73,0.68,0.66,0.74,0.17,0.14,0.28,0.25,0.64,0.65,RW,ATT,4
Ken Sema,LW,Sweden,0.7,0.76,0.65,0.68,0.71,0.6,0.68,0.75,0.77,0.72,0.73,0.7,0.65,0.71,0.67,0.63,0.66,0.59,0.6,0.61,0.37,0.77,LW,ATT,2
