Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,mid_cluster
Omar Mascarell,CM,Spain,0.75,0.53,0.64,0.71,0.74,0.72,0.71,0.6,0.47,0.73,0.72,0.76,0.75,0.7,0.76,0.67,0.77,0.69,0.7,0.74,0.59,0.72,CM,MID,5
Georgios Masouras,RM,Greece,0.75,0.75,0.75,0.73,0.73,0.53,0.7,0.74,0.76,0.76,0.71,0.74,0.74,0.7,0.73,0.81,0.46,0.46,0.59,0.48,0.75,0.77,RM,MID,5
Alexandru Maxim,CAM,Romania,0.75,0.69,0.74,0.77,0.78,0.34,0.6,0.74,0.64,0.83,0.83,0.77,0.7,0.58,0.72,0.58,0.34,0.32,0.27,0.43,0.4,0.75,CAM,MID,1
Cristian Medina,CM,Argentina,0.75,0.75,0.64,0.72,0.79,0.69,0.69,0.76,0.75,0.8,0.76,0.79,0.74,0.6,0.84,0.67,0.74,0.65,0.72,0.66,0.51,0.64,CM,MID,5
Nampalys Mendy,CDM,Senegal,0.75,0.56,0.54,0.7,0.74,0.74,0.67,0.64,0.5,0.74,0.87,0.76,0.75,0.67,0.59,0.7,0.75,0.73,0.75,0.75,0.65,0.62,CDM,MID,5
Junior Messias,RM,Brazil,0.75,0.79,0.72,0.72,0.78,0.49,0.56,0.78,0.79,0.79,0.73,0.79,0.71,0.54,0.58,0.69,0.51,0.46,0.45,0.46,0.61,0.71,RM,MID,1
James Milner,CM,England,0.75,0.5,0.7,0.78,0.74,0.74,0.73,0.51,0.5,0.6,0.72,0.77,0.78,0.68,0.75,0.66,0.75,0.74,0.74,0.77,0.65,0.82,CM,MID,5
Nikola Moro,CDM,Croatia,0.75,0.67,0.73,0.75,0.74,0.7,0.75,0.66,0.67,0.68,0.61,0.77,0.72,0.74,0.81,0.75,0.71,0.72,0.69,0.71,0.69,0.82,CDM,MID,5
Yunus Musah,CM,United States,0.75,0.88,0.69,0.71,0.81,0.71,0.82,0.85,0.91,0.76,0.79,0.78,0.72,0.79,0.88,0.81,0.75,0.7,0.7,0.72,0.56,0.78,CM,MID,5
Darlington Nagbe,CM,United States,0.75,0.73,0.67,0.71,0.8,0.63,0.73,0.72,0.73,0.85,0.8,0.8,0.8,0.73,0.83,0.73,0.63,0.61,0.66,0.63,0.57,0.74,CM,MID,5
Nahitan Nández,RM,Uruguay,0.75,0.81,0.61,0.71,0.77,0.68,0.79,0.85,0.77,0.86,0.87,0.74,0.76,0.7,0.87,0.77,0.71,0.72,0.64,0.74,0.58,0.65,RM,MID,5
Amath Ndiaye,LM,Senegal,0.75,0.89,0.72,0.69,0.77,0.49,0.64,0.9,0.88,0.82,0.72,0.77,0.66,0.62,0.58,0.79,0.58,0.42,0.41,0.41,0.65,0.75,LM,MID,1
Dan Ndoye,RM,Switzerland,0.75,0.81,0.67,0.67,0.78,0.64,0.68,0.82,0.81,0.82,0.73,0.77,0.7,0.66,0.81,0.72,0.68,0.67,0.64,0.64,0.53,0.75,RM,MID,5
Jota,LM,Portugal,0.75,0.86,0.7,0.7,0.81,0.37,0.59,0.84,0.88,0.89,0.87,0.82,0.67,0.57,0.61,0.73,0.41,0.25,0.28,0.37,0.6,0.73,LM,MID,1
Bart Nieuwkoop,RM,Holland,0.75,0.7,0.63,0.73,0.71,0.71,0.77,0.69,0.7,0.65,0.7,0.74,0.77,0.72,0.84,0.79,0.7,0.68,0.7,0.74,0.72,0.69,RM,MID,5
Raphael Onyedika,CDM,Nigeria,0.75,0.74,0.64,0.64,0.71,0.72,0.8,0.74,0.74,0.68,0.73,0.73,0.7,0.76,0.88,0.78,0.74,0.69,0.73,0.77,0.6,0.8,CDM,MID,5
Henry Onyekuru,LM,Nigeria,0.75,0.92,0.74,0.65,0.77,0.35,0.6,0.92,0.92,0.9,0.84,0.74,0.7,0.52,0.78,0.71,0.38,0.25,0.37,0.22,0.57,0.74,LM,MID,1
Aimar Oroz,CM,Spain,0.75,0.68,0.74,0.71,0.76,0.58,0.65,0.72,0.64,0.71,0.68,0.8,0.68,0.65,0.76,0.73,0.7,0.54,0.38,0.7,0.65,0.72,CM,MID,5
Azzedine Ounahi,CM,Morocco,0.75,0.64,0.63,0.73,0.77,0.63,0.66,0.63,0.64,0.77,0.68,0.81,0.73,0.61,0.82,0.65,0.68,0.61,0.58,0.64,0.58,0.73,CM,MID,5
Joseph Paintsil,RM,Ghana,0.75,0.9,0.7,0.68,0.78,0.33,0.73,0.92,0.89,0.93,0.89,0.74,0.7,0.79,0.81,0.81,0.28,0.37,0.32,0.31,0.51,0.69,RM,MID,1
David Costa,CAM,Portugal,0.75,0.76,0.7,0.73,0.81,0.34,0.46,0.78,0.74,0.86,0.85,0.79,0.72,0.4,0.57,0.51,0.3,0.35,0.36,0.32,0.42,0.74,CAM,MID,1
Enzo Pérez,CDM,Argentina,0.75,0.57,0.66,0.74,0.77,0.71,0.74,0.6,0.54,0.76,0.76,0.77,0.72,0.72,0.74,0.71,0.75,0.72,0.68,0.73,0.62,0.72,CDM,MID,5
Jaden Philogene,LM,England,0.75,0.85,0.71,0.69,0.78,0.37,0.59,0.82,0.87,0.84,0.71,0.76,0.69,0.59,0.71,0.63,0.4,0.37,0.37,0.29,0.44,0.72,LM,MID,1
Vako,LM,Georgia,0.75,0.76,0.71,0.7,0.77,0.41,0.69,0.72,0.79,0.77,0.86,0.74,0.73,0.73,0.83,0.74,0.44,0.34,0.32,0.43,0.58,0.73,LM,MID,1
Nemanja Radonjić,CAM,Serbia,0.75,0.88,0.75,0.69,0.75,0.3,0.61,0.89,0.88,0.76,0.66,0.75,0.74,0.65,0.64,0.72,0.3,0.23,0.31,0.22,0.49,0.78,CAM,MID,1
Milot Rashica,RM,Kosovo,0.75,0.81,0.74,0.71,0.76,0.5,0.73,0.82,0.8,0.86,0.82,0.74,0.71,0.68,0.83,0.72,0.4,0.36,0.63,0.52,0.5,0.84,RM,MID,1
Nicolas Raskin,CM,Belgium,0.75,0.69,0.63,0.73,0.75,0.72,0.75,0.74,0.65,0.79,0.83,0.76,0.8,0.68,0.84,0.75,0.76,0.7,0.7,0.71,0.66,0.71,CM,MID,5
Harrison Reed,CDM,England,0.75,0.59,0.6,0.71,0.71,0.72,0.74,0.67,0.52,0.74,0.8,0.72,0.74,0.69,0.81,0.66,0.75,0.72,0.74,0.75,0.53,0.67,CDM,MID,5
Fabian Reese,LM,Germany,0.75,0.82,0.69,0.7,0.73,0.42,0.8,0.83,0.82,0.69,0.59,0.76,0.67,0.77,0.9,0.84,0.41,0.37,0.41,0.35,0.65,0.77,LM,MID,1
Sérgio Oliveira,CM,Portugal,0.75,0.48,0.75,0.79,0.71,0.66,0.58,0.47,0.49,0.58,0.65,0.75,0.71,0.5,0.67,0.56,0.65,0.64,0.67,0.66,0.64,0.8,CM,MID,0
Giovanni Reyna,RM,United States,0.75,0.77,0.72,0.71,0.79,0.37,0.67,0.77,0.77,0.82,0.77,0.77,0.73,0.71,0.7,0.69,0.35,0.37,0.35,0.37,0.45,0.78,RM,MID,1
Luis Rioja,LM,Spain,0.75,0.77,0.75,0.71,0.78,0.37,0.5,0.8,0.75,0.85,0.8,0.77,0.68,0.44,0.71,0.49,0.36,0.35,0.42,0.36,0.32,0.78,LM,MID,1
Sebastián Rodríguez,CM,Uruguay,0.75,0.63,0.67,0.75,0.73,0.68,0.68,0.65,0.61,0.67,0.76,0.78,0.73,0.7,0.74,0.62,0.74,0.71,0.64,0.75,0.45,0.7,CM,MID,5
Morgan Rogers,LM,England,0.75,0.77,0.71,0.71,0.77,0.56,0.71,0.74,0.79,0.68,0.77,0.75,0.72,0.77,0.64,0.76,0.67,0.49,0.52,0.5,0.56,0.75,LM,MID,5
Merlin Röhl,CM,Germany,0.75,0.81,0.65,0.69,0.77,0.62,0.72,0.78,0.84,0.74,0.67,0.78,0.75,0.71,0.86,0.77,0.64,0.59,0.59,0.67,0.61,0.66,CM,MID,5
Benjamín Rollheiser,CAM,Argentina,0.75,0.83,0.74,0.7,0.77,0.42,0.64,0.84,0.83,0.83,0.82,0.75,0.7,0.56,0.79,0.73,0.42,0.4,0.41,0.33,0.62,0.76,CAM,MID,1
Pablo Rosario,CDM,Holland,0.75,0.58,0.64,0.68,0.72,0.74,0.79,0.55,0.61,0.68,0.66,0.75,0.73,0.81,0.8,0.75,0.74,0.71,0.74,0.76,0.69,0.76,CDM,MID,5
Diego Rossi,CAM,Uruguay,0.75,0.88,0.72,0.7,0.77,0.34,0.55,0.87,0.88,0.87,0.84,0.75,0.7,0.48,0.8,0.59,0.3,0.28,0.42,0.26,0.44,0.73,CAM,MID,1
Daniel Felipe Ruiz,LM,Colombia,0.75,0.7,0.71,0.73,0.75,0.48,0.58,0.7,0.7,0.65,0.59,0.8,0.69,0.55,0.73,0.63,0.52,0.48,0.44,0.45,0.55,0.68,LM,MID,1
Georginio Rutter,CAM,France,0.75,0.79,0.69,0.7,0.79,0.42,0.7,0.77,0.8,0.77,0.81,0.78,0.74,0.8,0.74,0.83,0.45,0.45,0.45,0.18,0.69,0.75,CAM,MID,1
Lazar Samardžić,CM,Serbia,0.75,0.7,0.71,0.73,0.79,0.6,0.62,0.75,0.65,0.77,0.73,0.8,0.74,0.64,0.66,0.61,0.65,0.58,0.58,0.64,0.4,0.77,CM,MID,5
Albert Sambi Lokonga,CM,Belgium,0.75,0.64,0.58,0.74,0.76,0.68,0.71,0.62,0.65,0.7,0.65,0.8,0.72,0.69,0.76,0.69,0.71,0.68,0.64,0.74,0.61,0.68,CM,MID,5
Yusuf Sarı,RM,Turkey,0.75,0.85,0.7,0.7,0.79,0.33,0.59,0.91,0.8,0.91,0.92,0.75,0.7,0.59,0.72,0.66,0.29,0.35,0.34,0.3,0.42,0.77,RM,MID,1
Romano Schmid,CAM,Austria,0.75,0.77,0.63,0.7,0.81,0.53,0.58,0.78,0.76,0.87,0.85,0.79,0.77,0.51,0.81,0.56,0.5,0.39,0.57,0.64,0.39,0.75,CAM,MID,1
Rob Schoofs,CM,Belgium,0.75,0.53,0.72,0.76,0.74,0.67,0.66,0.68,0.4,0.74,0.74,0.76,0.72,0.57,0.81,0.64,0.68,0.62,0.68,0.73,0.56,0.78,CM,MID,5
Ben Sheaf,CDM,England,0.75,0.54,0.47,0.71,0.71,0.74,0.74,0.52,0.56,0.65,0.68,0.71,0.68,0.74,0.75,0.69,0.76,0.71,0.74,0.75,0.65,0.57,CDM,MID,0
Vincent Sierro,CM,Switzerland,0.75,0.61,0.67,0.75,0.72,0.7,0.75,0.65,0.57,0.62,0.63,0.75,0.75,0.72,0.85,0.65,0.75,0.7,0.72,0.72,0.49,0.66,CM,MID,5
David Silva,CAM,Colombia,0.75,0.62,0.69,0.75,0.74,0.54,0.68,0.58,0.66,0.68,0.72,0.82,0.81,0.71,0.72,0.58,0.58,0.59,0.54,0.53,0.39,0.7,CAM,MID,5
Douglas Augusto,CM,Brazil,0.75,0.72,0.69,0.7,0.72,0.73,0.8,0.73,0.72,0.71,0.78,0.75,0.78,0.78,0.81,0.76,0.74,0.74,0.73,0.78,0.58,0.78,CM,MID,5
Junior Sornoza,CAM,Ecuador,0.75,0.74,0.75,0.75,0.75,0.41,0.51,0.73,0.74,0.73,0.94,0.75,0.74,0.45,0.72,0.52,0.29,0.3,0.62,0.3,0.43,0.73,CAM,MID,1
Ramón Sosa,LM,Paraguay,0.75,0.82,0.66,0.68,0.76,0.49,0.65,0.81,0.82,0.77,0.68,0.74,0.7,0.61,0.74,0.64,0.59,0.4,0.42,0.51,0.41,0.7,LM,MID,1
Boubakary Soumaré,CDM,France,0.75,0.67,0.56,0.73,0.74,0.7,0.77,0.64,0.69,0.59,0.63,0.78,0.73,0.81,0.72,0.76,0.73,0.69,0.7,0.71,0.63,0.64,CDM,MID,5
Stijn Spierings,CDM,Holland,0.75,0.54,0.66,0.68,0.7,0.74,0.75,0.55,0.54,0.67,0.66,0.72,0.74,0.77,0.75,0.71,0.76,0.72,0.76,0.76,0.62,0.71,CDM,MID,0
Jens Stage,CM,Denmark,0.75,0.65,0.68,0.71,0.73,0.73,0.78,0.68,0.62,0.67,0.73,0.77,0.77,0.77,0.79,0.84,0.76,0.7,0.69,0.74,0.77,0.72,CM,MID,5
Sem Steijn,CAM,Holland,0.75,0.66,0.78,0.69,0.75,0.38,0.75,0.72,0.61,0.72,0.82,0.78,0.78,0.69,0.89,0.67,0.35,0.49,0.34,0.28,0.66,0.81,CAM,MID,1
Miroslav Stevanović,RM,Bosnia and Herzegovina,0.75,0.78,0.7,0.75,0.73,0.39,0.69,0.77,0.78,0.79,0.75,0.72,0.72,0.65,0.79,0.77,0.47,0.31,0.22,0.41,0.7,0.76,RM,MID,1
Denis Suárez,CM,Spain,0.75,0.59,0.7,0.77,0.77,0.64,0.54,0.67,0.53,0.76,0.76,0.79,0.76,0.55,0.55,0.58,0.65,0.49,0.69,0.7,0.49,0.74,CM,MID,5
Pavel Šulc,CAM,Czech Republic,0.75,0.71,0.72,0.73,0.76,0.39,0.6,0.72,0.7,0.75,0.76,0.75,0.75,0.54,0.7,0.64,0.4,0.45,0.35,0.32,0.57,0.66,CAM,MID,1
Sammie Szmodics,CAM,Republic of Ireland,0.75,0.79,0.75,0.7,0.76,0.51,0.67,0.83,0.75,0.85,0.9,0.74,0.76,0.57,0.83,0.72,0.53,0.4,0.48,0.53,0.59,0.74,CAM,MID,1
Terrats,CM,Spain,0.75,0.6,0.64,0.7,0.71,0.71,0.71,0.6,0.6,0.65,0.63,0.76,0.74,0.71,0.73,0.71,0.76,0.72,0.7,0.7,0.63,0.63,CM,MID,0
Tetê,RM,Brazil,0.75,0.8,0.7,0.7,0.78,0.41,0.56,0.81,0.8,0.81,0.74,0.78,0.73,0.51,0.72,0.67,0.38,0.27,0.42,0.41,0.56,0.7,RM,MID,1
Adrien Thomasson,CAM,France,0.75,0.59,0.73,0.76,0.77,0.64,0.72,0.64,0.54,0.77,0.79,0.78,0.77,0.65,0.9,0.68,0.68,0.57,0.61,0.68,0.61,0.75,CAM,MID,5
Guus Til,CAM,Holland,0.75,0.81,0.73,0.71,0.73,0.64,0.74,0.74,0.86,0.66,0.66,0.74,0.75,0.72,0.78,0.78,0.6,0.58,0.61,0.69,0.78,0.74,CAM,MID,5
Hamed Traorè,CAM,Côte d'Ivoire,0.75,0.76,0.69,0.72,0.78,0.57,0.59,0.8,0.72,0.79,0.72,0.8,0.72,0.58,0.59,0.73,0.6,0.61,0.6,0.41,0.64,0.74,CAM,MID,1
Adama Traoré,RM,Spain,0.75,0.93,0.65,0.64,0.81,0.37,0.8,0.94,0.93,0.78,0.87,0.77,0.71,0.88,0.67,0.79,0.4,0.34,0.33,0.38,0.4,0.84,RM,MID,1
Mike Trésor,LM,Belgium,0.75,0.85,0.68,0.74,0.77,0.38,0.58,0.83,0.86,0.86,0.79,0.75,0.7,0.52,0.69,0.56,0.35,0.32,0.41,0.45,0.29,0.68,LM,MID,1
Christos Tzolis,LM,Greece,0.75,0.77,0.73,0.67,0.79,0.38,0.67,0.85,0.7,0.84,0.82,0.78,0.7,0.57,0.84,0.76,0.39,0.38,0.33,0.29,0.68,0.72,LM,MID,1
Aurélio Buta,RM,Portugal,0.75,0.87,0.6,0.69,0.77,0.67,0.67,0.89,0.86,0.85,0.86,0.76,0.72,0.6,0.75,0.66,0.7,0.68,0.69,0.71,0.42,0.71,RM,MID,5
Donny van de Beek,CM,Holland,0.75,0.65,0.76,0.74,0.75,0.7,0.67,0.63,0.66,0.69,0.68,0.81,0.72,0.68,0.59,0.71,0.72,0.71,0.68,0.72,0.67,0.81,CM,MID,5
Ruben Vargas,LM,Switzerland,0.75,0.82,0.7,0.69,0.79,0.54,0.65,0.86,0.78,0.91,0.9,0.77,0.74,0.62,0.81,0.78,0.51,0.45,0.59,0.48,0.66,0.72,LM,MID,1
Franco Vázquez,CAM,Argentina,0.75,0.42,0.77,0.77,0.77,0.56,0.77,0.4,0.44,0.67,0.31,0.82,0.7,0.8,0.71,0.69,0.59,0.48,0.45,0.66,0.69,0.76,CAM,MID,0
Alan Velasco,LM,Argentina,0.75,0.83,0.68,0.71,0.8,0.52,0.61,0.87,0.79,0.9,0.89,0.76,0.71,0.52,0.74,0.69,0.6,0.5,0.45,0.52,0.55,0.73,LM,MID,1
Simone Verdi,CAM,Italy,0.75,0.77,0.71,0.74,0.79,0.43,0.47,0.85,0.7,0.87,0.86,0.81,0.7,0.38,0.63,0.56,0.48,0.48,0.4,0.36,0.46,0.74,CAM,MID,1
Iñigo Vicente,LM,Spain,0.75,0.78,0.68,0.74,0.76,0.47,0.62,0.8,0.76,0.81,0.76,0.76,0.7,0.61,0.72,0.64,0.53,0.44,0.38,0.53,0.44,0.66,LM,MID,1
Rodrigo Villagra,CDM,Argentina,0.75,0.7,0.48,0.68,0.73,0.73,0.74,0.75,0.65,0.73,0.74,0.74,0.7,0.71,0.77,0.73,0.76,0.74,0.76,0.73,0.56,0.61,CDM,MID,5
Aster Vranckx,CM,Belgium,0.75,0.61,0.65,0.72,0.78,0.72,0.76,0.73,0.51,0.74,0.77,0.78,0.75,0.75,0.78,0.78,0.74,0.7,0.72,0.73,0.67,0.77,CM,MID,5
Harry Wilson,RM,Wales,0.75,0.76,0.77,0.75,0.76,0.43,0.58,0.77,0.75,0.78,0.84,0.76,0.73,0.56,0.71,0.63,0.45,0.4,0.44,0.4,0.46,0.83,RM,MID,1
Andriy Yarmolenko,RM,Ukraine,0.75,0.6,0.79,0.76,0.76,0.42,0.72,0.59,0.6,0.63,0.61,0.79,0.78,0.77,0.61,0.74,0.35,0.3,0.37,0.54,0.67,0.82,RM,MID,1
Ryan Yates,CDM,England,0.75,0.58,0.6,0.67,0.67,0.75,0.81,0.5,0.64,0.55,0.54,0.72,0.74,0.81,0.82,0.77,0.76,0.73,0.75,0.74,0.74,0.68,CDM,MID,0
Kristoffer Zachariassen,CAM,Norway,0.75,0.73,0.71,0.69,0.73,0.69,0.74,0.78,0.69,0.72,0.68,0.75,0.81,0.68,0.88,0.77,0.71,0.64,0.7,0.67,0.67,0.69,CAM,MID,5
Bryan Zaragoza,RM,Spain,0.75,0.82,0.72,0.69,0.81,0.3,0.44,0.85,0.79,0.91,0.92,0.78,0.67,0.34,0.59,0.51,0.32,0.38,0.25,0.23,0.42,0.78,RM,MID,1
Ramiz Zerrouki,CDM,Algeria,0.75,0.61,0.65,0.72,0.73,0.68,0.8,0.69,0.54,0.73,0.72,0.73,0.68,0.79,0.83,0.71,0.69,0.68,0.7,0.71,0.52,0.76,CDM,MID,5
Philip Zinckernagel,LM,Denmark,0.75,0.82,0.72,0.71,0.76,0.42,0.67,0.85,0.8,0.87,0.77,0.76,0.71,0.64,0.74,0.66,0.38,0.26,0.49,0.44,0.42,0.75,LM,MID,1
Rubén Alcaraz,CM,Spain,0.74,0.51,0.71,0.76,0.71,0.73,0.81,0.52,0.5,0.54,0.71,0.75,0.76,0.8,0.81,0.77,0.74,0.72,0.71,0.74,0.73,0.78,CM,MID,0
Samú Costa,CDM,Portugal,0.74,0.62,0.63,0.67,0.68,0.7,0.73,0.66,0.58,0.67,0.64,0.71,0.69,0.71,0.79,0.7,0.72,0.7,0.7,0.75,0.57,0.78,CDM,MID,0
Sergio Álvarez,CDM,Spain,0.74,0.56,0.65,0.67,0.67,0.7,0.82,0.58,0.55,0.71,0.54,0.71,0.71,0.81,0.89,0.72,0.71,0.69,0.7,0.75,0.57,0.78,CDM,MID,0
Tiago Gouveia,RM,Portugal,0.74,0.85,0.68,0.67,0.76,0.32,0.61,0.86,0.84,0.82,0.71,0.75,0.68,0.5,0.83,0.56,0.36,0.29,0.35,0.24,0.28,0.67,RM,MID,1
Arribas,CAM,Spain,0.74,0.69,0.76,0.7,0.76,0.32,0.51,0.71,0.67,0.76,0.72,0.8,0.64,0.52,0.5,0.55,0.32,0.35,0.33,0.21,0.43,0.78,CAM,MID,1
Takuma Asano,RM,Japan,0.74,0.86,0.68,0.63,0.77,0.33,0.7,0.91,0.81,0.9,0.85,0.75,0.78,0.74,0.8,0.82,0.22,0.4,0.34,0.31,0.58,0.7,RM,MID,1
Eduard Atuesta,CM,Colombia,0.74,0.63,0.57,0.75,0.76,0.67,0.7,0.67,0.6,0.75,0.8,0.75,0.76,0.67,0.79,0.63,0.71,0.66,0.68,0.71,0.49,0.7,CM,MID,5
Nedim Bajrami,CAM,Albania,0.74,0.75,0.68,0.73,0.77,0.58,0.65,0.77,0.74,0.78,0.75,0.78,0.7,0.6,0.74,0.68,0.6,0.62,0.58,0.56,0.54,0.74,CAM,MID,5
Keidi Bare,CDM,Albania,0.74,0.72,0.55,0.67,0.72,0.71,0.77,0.73,0.72,0.74,0.77,0.71,0.73,0.73,0.83,0.73,0.73,0.71,0.72,0.73,0.55,0.73,CDM,MID,5
Toma Bašić,CM,Croatia,0.74,0.43,0.65,0.75,0.72,0.72,0.74,0.46,0.41,0.61,0.63,0.75,0.75,0.76,0.74,0.74,0.73,0.71,0.7,0.72,0.75,0.81,CM,MID,0
Gelson Martins,RM,Portugal,0.74,0.86,0.67,0.67,0.81,0.51,0.54,0.9,0.82,0.9,0.85,0.78,0.69,0.42,0.72,0.61,0.51,0.48,0.54,0.5,0.51,0.73,RM,MID,1
László Bénes,CM,Slovakia,0.74,0.57,0.76,0.76,0.75,0.49,0.66,0.67,0.49,0.76,0.77,0.77,0.74,0.63,0.83,0.56,0.53,0.51,0.45,0.53,0.38,0.81,CM,MID,5
Manuel Benson,RM,Angola,0.74,0.82,0.7,0.69,0.78,0.35,0.44,0.85,0.79,0.9,0.84,0.76,0.65,0.34,0.65,0.55,0.34,0.35,0.29,0.39,0.48,0.75,RM,MID,1
Antonio Blanco,CDM,Spain,0.74,0.52,0.57,0.68,0.67,0.7,0.62,0.54,0.51,0.61,0.56,0.73,0.71,0.54,0.73,0.52,0.74,0.72,0.69,0.73,0.49,0.52,CDM,MID,0
Rubén Botta,CAM,Argentina,0.74,0.81,0.72,0.74,0.76,0.4,0.69,0.83,0.8,0.81,0.81,0.75,0.72,0.68,0.73,0.66,0.42,0.39,0.39,0.4,0.39,0.8,CAM,MID,1
Edoardo Bove,CM,Italy,0.74,0.66,0.68,0.67,0.74,0.74,0.7,0.64,0.67,0.63,0.8,0.78,0.79,0.62,0.75,0.68,0.78,0.73,0.75,0.74,0.64,0.75,CM,MID,5
David Brooks,RM,Wales,0.74,0.65,0.69,0.73,0.77,0.48,0.58,0.67,0.64,0.73,0.8,0.77,0.72,0.57,0.57,0.64,0.49,0.44,0.47,0.43,0.59,0.68,RM,MID,1
Josh Brownhill,CM,England,0.74,0.66,0.7,0.72,0.73,0.72,0.77,0.67,0.66,0.7,0.72,0.75,0.75,0.71,0.89,0.74,0.74,0.69,0.7,0.77,0.67,0.76,CM,MID,5
Pavel Bucha,CDM,Czech Republic,0.74,0.71,0.68,0.74,0.75,0.69,0.71,0.76,0.67,0.76,0.77,0.75,0.74,0.64,0.81,0.74,0.7,0.66,0.68,0.72,0.62,0.71,CDM,MID,5
Tajon Buchanan,RM,Canada,0.74,0.92,0.65,0.66,0.74,0.67,0.73,0.93,0.91,0.79,0.69,0.74,0.73,0.7,0.73,0.84,0.66,0.64,0.68,0.68,0.68,0.75,RM,MID,5
Wouter Burger,CDM,Holland,0.74,0.75,0.63,0.69,0.68,0.69,0.8,0.74,0.76,0.64,0.61,0.72,0.74,0.81,0.81,0.81,0.73,0.7,0.68,0.69,0.62,0.7,CDM,MID,5
Todd Cantwell,CAM,England,0.74,0.71,0.67,0.71,0.76,0.43,0.52,0.74,0.69,0.81,0.74,0.79,0.74,0.46,0.66,0.52,0.44,0.3,0.47,0.41,0.43,0.66,CAM,MID,1
Ramiro Carrera,CM,Argentina,0.74,0.79,0.71,0.73,0.73,0.64,0.76,0.77,0.8,0.67,0.72,0.75,0.72,0.76,0.84,0.8,0.65,0.6,0.63,0.66,0.61,0.7,CM,MID,5
Léo Baptistão,RM,Brazil,0.74,0.76,0.73,0.69,0.74,0.33,0.69,0.75,0.76,0.78,0.75,0.75,0.76,0.7,0.78,0.77,0.24,0.19,0.36,0.28,0.7,0.73,RM,MID,1
Fábio Carvalho,CAM,Portugal,0.74,0.77,0.68,0.68,0.77,0.45,0.51,0.8,0.75,0.82,0.86,0.78,0.71,0.49,0.62,0.56,0.49,0.32,0.49,0.39,0.43,0.66,CAM,MID,1
Vitor Carvalho,CDM,Brazil,0.74,0.75,0.62,0.64,0.71,0.72,0.75,0.77,0.74,0.67,0.7,0.73,0.72,0.74,0.77,0.74,0.73,0.68,0.75,0.75,0.53,0.69,CDM,MID,5
Daniele Casiraghi,LM,Italy,0.74,0.76,0.7,0.72,0.73,0.5,0.73,0.8,0.73,0.68,0.76,0.74,0.63,0.71,0.85,0.73,0.51,0.52,0.5,0.48,0.51,0.71,LM,MID,1
Daniel Cataño,CAM,Colombia,0.74,0.69,0.69,0.7,0.73,0.46,0.59,0.68,0.69,0.71,0.73,0.74,0.65,0.67,0.47,0.63,0.4,0.44,0.56,0.39,0.48,0.68,CAM,MID,1
Václav Černý,RM,Czech Republic,0.74,0.83,0.7,0.66,0.76,0.38,0.64,0.86,0.8,0.84,0.67,0.76,0.7,0.55,0.87,0.63,0.37,0.33,0.4,0.35,0.42,0.71,RM,MID,1
Ilias Chair,LM,Morocco,0.74,0.79,0.66,0.71,0.78,0.32,0.53,0.81,0.77,0.88,0.9,0.74,0.7,0.45,0.81,0.55,0.34,0.22,0.34,0.27,0.4,0.74,LM,MID,1
Muhammed Cham,CAM,Austria,0.74,0.76,0.68,0.71,0.75,0.25,0.51,0.8,0.72,0.82,0.61,0.77,0.68,0.54,0.58,0.65,0.21,0.18,0.21,0.26,0.53,0.66,CAM,MID,1
Pathé Ciss,CDM,Senegal,0.74,0.62,0.56,0.61,0.63,0.72,0.84,0.64,0.6,0.57,0.58,0.69,0.69,0.84,0.87,0.86,0.74,0.72,0.67,0.72,0.76,0.71,CDM,MID,0
Viktor Claesson,CM,Sweden,0.74,0.72,0.71,0.72,0.76,0.63,0.76,0.74,0.71,0.73,0.77,0.77,0.74,0.73,0.85,0.78,0.65,0.62,0.62,0.61,0.68,0.72,CM,MID,5
Timothé Cognat,CM,France,0.74,0.78,0.66,0.73,0.76,0.62,0.7,0.8,0.77,0.89,0.91,0.76,0.72,0.62,0.91,0.66,0.64,0.62,0.64,0.64,0.45,0.72,CM,MID,5
Lassana Coulibaly,CDM,Mali,0.74,0.69,0.58,0.69,0.72,0.72,0.75,0.67,0.71,0.7,0.7,0.74,0.7,0.73,0.8,0.76,0.73,0.72,0.72,0.72,0.7,0.64,CDM,MID,5
Andrés Cubas,CDM,Paraguay,0.74,0.69,0.5,0.66,0.71,0.73,0.56,0.7,0.68,0.89,0.93,0.72,0.74,0.31,0.86,0.49,0.77,0.73,0.74,0.73,0.53,0.59,CDM,MID,6
Lucas Da Cunha,LM,France,0.74,0.79,0.69,0.69,0.78,0.39,0.56,0.81,0.77,0.83,0.77,0.79,0.7,0.54,0.61,0.68,0.44,0.42,0.31,0.33,0.56,0.75,LM,MID,1
Mohamed Daramy,LM,Denmark,0.74,0.86,0.66,0.65,0.78,0.28,0.7,0.88,0.85,0.84,0.84,0.75,0.69,0.71,0.77,0.79,0.27,0.2,0.25,0.22,0.56,0.66,LM,MID,1
Pablo De Blasis,CM,Argentina,0.74,0.67,0.69,0.73,0.79,0.67,0.52,0.68,0.66,0.9,0.91,0.76,0.74,0.3,0.79,0.63,0.72,0.65,0.64,0.66,0.69,0.71,CM,MID,5
